observableId	simulationConditionId	measurement	time	noiseParameters	datasetId
pSTAT5A_rel	model1_data1	88.74919332434787	70.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	83.3010114476589	80.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	80.27069896384681	90.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	77.58654394984546	100.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	72.18313423170899	110.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	68.01069119634947	120.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	56.121492316580074	140.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	41.55160999774519	160.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	37.05765815932193	180.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	26.86596395093917	200.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	17.804515023376332	220.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	18.03489748978539	240.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5B_rel	model1_data1	-1.4673491028968701	0.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	19.99026805700182	1.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	32.84793047745912	2.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	44.69754561256944	3.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	50.94132018132821	4.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	57.916381903496706	5.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	61.85731902050739	7.5	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	68.97676094589707	10.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	72.71208260885108	12.5	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	73.91142210418958	15.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	66.06383405460319	17.5	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	76.13006443733383	20.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	74.54054040059908	25.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	74.69113893665077	30.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	73.98016940725466	35.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	73.07084206865305	40.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	71.6926264055775	45.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	68.50953605804725	50.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	62.91890619279658	55.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	65.79099251466783	60.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	60.14751741004954	70.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	60.83375489542082	80.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	52.92988028699082	90.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	49.43796854366508	100.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	42.594556459623455	110.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	39.13625113031004	120.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	32.32532895623226	140.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	21.45714838435531	160.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	20.176323371441402	180.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	14.384646386441382	200.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	7.883243893479371	220.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	1.9037047156374998	240.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
rSTAT5A_rel	model1_data1	22.30077400098464	0.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	28.668077779004665	1.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	32.363815196789574	2.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	35.51552957603646	3.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	41.316898548648595	4.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	38.91084226282904	5.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	41.21698868700567	7.5	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	39.30127230341458	10.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	46.23889976230101	12.5	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	45.30939337330424	15.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	45.9550045187228	17.5	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	44.18840375522457	20.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	46.17366831881369	25.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	45.18487448659235	30.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	45.62931866300279	35.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	44.00193874376583	40.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	41.21330544113591	45.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	45.91356754382515	50.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	39.794691782166865	55.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	42.82595049332071	60.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	42.191060638544364	70.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	39.74943307266936	80.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	42.169084817851164	90.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	39.68859763141261	100.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	38.33650368095831	110.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	39.34833457254396	120.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	35.73737443556134	140.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	37.98528273381259	160.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	34.77469325214631	180.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	32.24900371452486	200.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	28.69324165297087	220.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	29.48861254541207	240.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
