time,pSTAT5A_rel,pSTAT5B_rel,rSTAT5A_rel,STAT5A,STAT5B,pApB,pApA,pBpB,nucpApA,nucpApB,nucpBpB
2.5,75.15546299455141,40.16605037843492,34.82960291187765,53.46053742885361,28.86584310852233,17.303997875737608,5.431366808934073e-05,1.583472857132376e-05,112.99062387428474,1.4476822409891228,26.596890307056544
2.6,75.86082306510227,40.989812330297426,35.07878913392362,52.20100547687689,28.298130335171912,17.553247033561913,5.1645051133123605e-05,1.5177006170505156e-05,114.51779778801489,1.536453044508531,27.04789479791825
2.7,76.52414261915501,41.78410831959766,35.317980331107854,51.004325812787336,27.755377163681167,17.78965566979967,4.9171502888763334e-05,1.4561073369850524e-05,115.96655686776994,1.626460140393049,27.479429109938234
2.8,77.14895284597371,42.55051635864781,35.547771340840114,49.86602669996142,27.23595878882712,18.014085938792068,4.6874589461616276e-05,1.3983405771345252e-05,117.3425476624413,1.7176403571048398,27.892711185666332
2.9,77.73840388032546,43.29049926772153,35.76870989192865,48.78204974067964,26.738390199699953,18.22732404122017,4.473799594789919e-05,1.3440847043652655e-05,118.65088979473666,1.809934719307447,28.288857560724047
3.0,78.29531459569915,44.0054154187664,35.981301253086194,47.748703090582765,26.26131127998065,18.43008848585815,4.274724088353112e-05,1.2930563272117396e-05,119.8962360716211,1.9032880805532613,28.668893873332717
3.1,78.82221517734047,44.696528640055696,36.18601242598679,46.76262020364953,25.803473566609018,18.623037412472286,4.088943386516072e-05,1.2450003683530781e-05,121.08282543485615,1.997648790319596,29.033764237368818
3.2,79.32138162716679,45.365015170764536,36.38327541229406,45.82072733016201,25.363729739960718,18.806774389807504,3.9153075327805926e-05,1.1996867894920858e-05,122.21452463624014,2.0929684240340922,29.384338706976592
3.3,79.7948683118285,46.011973104961314,36.57349089013802,44.92020923260376,24.94102246722572,18.981854557530557,3.75278735622448e-05,1.1569075502741682e-05,123.2948721608888,2.189201491035016,29.721421223293277
3.4,80.24453306031336,46.638427786835365,36.75703075425384,44.05848470664346,24.534376363017756,19.148789038027452,3.600460312972706e-05,1.1164742311855329e-05,124.32710955064208,2.2863052199861515,30.045755364738184
3.5,80.67206008936482,47.24533802875802,36.93424070929815,43.23318254083495,24.142890066901483,19.30804927967375,3.4574971397759985e-05,1.0782157751999802e-05,125.31421215161916,2.384239344245205,30.358030022047245
3.6,81.07898026964996,47.83360227202481,37.10544273732316,42.44211948836734,23.76572888923104,19.460071070688073,3.323150776937004e-05,1.0419765776270198e-05,126.25891724046186,2.4829658948548974,30.658884697871418
3.7,81.46668739950621,48.40406256431205,37.27093691358056,41.68328336989413,23.40211918750962,19.605257611841864,3.1967469871601955e-05,1.0076148653807518e-05,127.16374560693887,2.5824490453526576,30.948913552536563
3.8,81.83645355308289,48.957509576580726,37.43100339411183,40.95481579844428,23.05134253057763,19.743982689247105,3.0776758896440066e-05,9.750012092541808e-06,128.03102357615163,2.682654941711942,31.228669631601164
3.9,82.1894414398609,49.49468585398795,37.585903882427274,40.254998897263064,22.712731224196805,19.87659310934682,2.965384909578905e-05,9.440172798212743e-06,128.8628999460673,2.78355157446176,31.49866810227469
4.0,82.52671645225945,50.01629030029882,37.735883335354494,39.58224106291576,22.385663431662614,20.003411338953356,2.8593722748344414e-05,9.145546793250932e-06,129.66136410148346,2.8851086302757376,31.759389811091623
4.1,82.84925638898491,50.522981178598194,37.881171236741196,38.935065966282146,22.069559407996138,20.12473754343824,2.7591815789102094e-05,8.865139607348848e-06,130.428260009764,2.987297378931983,32.01128402786832
4.2,83.15796084414043,51.01537997213473,38.021983041327125,38.31210109262106,21.763877479215903,20.240851745117602,2.6643967929858123e-05,8.59803710687629e-06,131.16530075721127,3.0900905390340037,32.254771409848686
4.3,83.45365588551854,51.4940698391466,38.15852017340097,37.712074613821414,21.46811325312878,20.352014302505207,2.574638874253927e-05,8.343399594382827e-06,131.8740726586054,3.193462298909247,32.49024447342701
4.4,83.73710575663922,51.959604805456785,38.29097276261389,37.13379760689646,21.18179298425807,20.45846940126123,2.4895606867506095e-05,8.100451866106617e-06,132.55605762695893,3.297388036925994,32.718072624878864
4.5,84.00901560938652,52.412507425029155,38.41951936236749,36.57616324486513,20.90447357217082,20.560445105577433,2.4088446517455027e-05,7.86847914227577e-06,133.21263432934077,3.401844367384861,32.93860206009731
4.6,84.27003832870068,52.85327281989267,38.54432827716926,36.03813731189681,20.63573912491445,20.658155183617673,2.332199426209799e-05,7.646820668121885e-06,133.84509016513823,3.506809013491424,33.1521583343177
4.7,84.52077809375697,53.282368852628736,38.66555788897111,35.51875472253829,20.375199778326103,20.751799748896293,2.2593576813556617e-05,7.4348655599104264e-06,134.45462569927378,3.6122607747329387,33.35904721737241
4.8,84.76179601085528,53.70023972915485,38.78335780739924,35.01711140225218,20.122488751789188,20.841566823764698,2.190073443819578e-05,7.232047613274531e-06,135.0423649138118,3.718179420197821,33.55955689489126
4.9,84.99361294271725,54.107306178403775,38.89786914730831,34.532361429176035,19.877261366153277,20.927632870458325,2.124120329031501e-05,7.0378419390711766e-06,135.6093588420445,3.824545660671957,33.753958683870955
5.0,85.21671367881794,54.503967960201194,39.009225361890515,34.06371111542433,19.639192886499693,21.01016393481884,2.0612895373735768e-05,6.851761007382488e-06,136.15659303595302,3.9313410693210584,33.94250864892076
5.1,85.43154952841098,54.890604502809964,39.117552593266645,33.61041598515807,19.407977451520388,21.089316219244754,2.001388362305159e-05,6.673351739008959e-06,136.68499139306815,4.038548047111662,34.125448393715104
5.2,85.6385415000142,55.26757673645919,39.22297030192351,33.17177629558185,19.183326431094283,21.165236951753005,1.9442386366403916e-05,6.502192400489079e-06,137.19542180264676,4.146149761482112,34.303006294675605
5.3,85.83808253959553,55.63522785337206,39.325591615028195,32.74713424465486,18.964967419514128,21.23806492163656,1.8896755020409647e-05,6.3378901604256305e-06,137.6886996733913,4.254130111612156,34.47539825119004
5.4,86.03054009090829,55.9938848244023,39.42552384747457,32.33587031610958,18.75264288398731,21.30793119261287,1.8375461751559927e-05,6.1800785859189436e-06,138.16559253549113,4.362473676785285,34.642828704429164
5.5,86.21625752647074,56.3438584460996,39.52286864846706,31.937401764585225,18.54610963499467,21.374959387582944,1.787709038996723e-05,6.028415835951768e-06,138.626821961895,4.471165700901626,34.80549102602354
5.6,86.39555768218106,56.68544691299518,39.61772301282856,31.551176624181778,18.345136500068058,21.439266897172033,1.7400323133903596e-05,5.882581831482889e-06,139.07307106268001,4.580191983972461,34.96356931094117
5.7,86.5687408360817,57.018930676164686,39.71017809245822,31.17667895851122,18.149506586347684,21.500963740550358,1.694394046930877e-05,5.742278524657835e-06,139.5049780160585,4.689539030728019,35.11723655570577
5.8,86.73609117110622,57.34458128065983,39.80032153241462,30.813416640455376,17.95901228568089,21.560155120336507,1.6506802294599612e-05,5.6072256003179025e-06,139.92315124535753,4.799193766717616,35.26665859591219
5.9,86.8978744514418,57.662656031453935,39.888236210678336,30.460926987388497,17.773457705297474,21.61694019859297,1.6087849360524805e-05,5.4771610581359046e-06,140.3281624756743,4.909143701201435,35.41199214773522
6.0,87.05434094134095,57.973401367524666,39.974001171333306,30.118771575502883,17.59265659272045,21.671413165260567,1.5686093240969238e-05,5.351838994543956e-06,140.72055319336974,5.0193768174157825,35.553386428711356
6.1,87.20572693807841,58.27705417667661,40.05769203204932,29.786533800752284,17.416431371636182,21.723663736079722,1.5300609907173684e-05,5.231028211727906e-06,141.1008376893383,5.129881525161687,35.69098390666214
6.2,87.35225287411552,58.57383733254714,40.1393799322058,29.463823446458864,17.244615143389463,21.773776149651123,1.4930540744619076e-05,5.1145126516765635e-06,141.46949744410912,5.240646800518921,35.82491867652688
6.3,87.49412851609732,58.863967494612396,40.21913356519478,29.15026655869418,17.07704744925972,21.8218313198777,1.4575078908136847e-05,5.002088168492581e-06,141.8269936595956,5.351661924760478,35.95531983468721
6.4,87.6315513282935,59.14765129414123,40.297018271421116,28.845509332150556,16.91357599296523,21.86790597509748,1.4233470401291774e-05,4.893562947878664e-06,142.17376249003198,5.462916611348198,36.08231007514359
6.5,87.76470759918644,59.425086370381244,40.37309636033605,28.549216273740992,16.754055892967525,21.912073041114507,1.3905009376228468e-05,4.788756455053214e-06,142.51021732414722,5.574400963207547,36.20600627813739
6.6,87.8937734356256,59.69646223619691,40.44742737681739,28.261068575346933,16.598349046780932,21.954401970840408,1.3589034069490088e-05,4.687498540608873e-06,142.83675081834662,5.686105443400498,36.32652000089328
6.7,88.0189154189643,59.96196065175447,40.52006824266967,27.980763146879934,16.446323759793525,21.994958937776296,1.3284923746136351e-05,4.5896287729065275e-06,143.15373610768,5.79802085951696,36.443957761843365
6.8,88.14029122337547,60.22175599879447,40.59107339469795,27.708011690133272,16.297854387667957,22.03380702209393,1.2992095561923728e-05,4.4949957467344205e-06,143.461527964804,5.910138348201284,36.55842131517184
6.9,88.25805017236827,60.476015610248574,40.660494908925415,27.442539867998782,16.15282101358685,22.07100637827039,1.2710001919644628e-05,4.4034564958258865e-06,143.76046383872136,6.022449360818643,36.670007899281394
7.0,88.37233384393751,60.724900233832514,40.72838265318769,27.1840863385354,16.011109071879442,22.10661443037188,1.2438127867201118e-05,4.314875914000433e-06,144.05086506197995,6.134945646643664,36.77881052689545
7.1,88.48327650694003,60.968564260670554,40.794784380967414,26.932402116770838,15.872609098346233,22.140686001436578,1.2175988881854904e-05,4.229126257959304e-06,144.33303764782173,6.247619241557849,36.88491817783275
7.2,88.59100562009749,61.207156102250444,40.859745857592905,26.687249778117124,15.737216417939393,22.173273475212838,1.1923128678936729e-05,4.1460866533439705e-06,144.60727328485794,6.360462453789848,36.988416040376414
7.3,88.69564220289413,61.44081838904062,40.92331094165634,26.448402909578398,15.604830928765244,22.204426907883814,1.1679117358156953e-05,4.065642675098144e-06,144.87385002195737,6.4734678539166834,37.08938567847698
7.4,88.7973013159912,61.66968839404805,40.985521717253995,26.215645307508225,15.475356785566655,22.23419419165373,1.1443549467150773e-05,3.987685905633326e-06,145.1330332690891,6.586628260120874,37.187905277018324
7.5,88.89609235834904,61.89389817453254,41.046418557352425,25.988770544731285,15.348702227977391,22.262621143351538,1.121604244341818e-05,3.912113578531649e-06,145.3850763369319,6.699936730058558,37.284049775216765
7.6,88.99211942676953,62.113574851143575,41.10604021766473,25.76758138809323,15.224779349311046,22.289751623706874,1.0996235095670854e-05,3.8388282288101395e-06,145.63022116288013,6.813386549842848,37.377891046251726
7.7,89.08548165585813,62.32884088246153,41.16442392751267,25.551889241614667,15.10350387472077,22.315627651654175,1.0783786097383078e-05,3.767737344581526e-06,145.86869900477902,6.92697122338059,37.4694980698769
7.8,89.1762734650277,62.53981420164084,41.22160544645667,25.34151377303146,14.984795011636848,22.340289481272034,1.0578372824876534e-05,3.6987530965434425e-06,146.10073090584206,7.040684465051502,37.558937049050755
7.9,89.26458486679998,62.74660848459568,41.277619150305206,25.136282397016355,14.868575242989657,22.36377570819072,1.0379690037126189e-05,3.6317920302182243e-06,146.32652833806824,7.154520189591995,37.64627157112594
8.0,89.35050171553206,62.949333335658466,41.33249809623313,24.93602987334714,14.754770165372678,22.386123352696117,1.0187448816678268e-05,3.566774816481516e-06,146.54629370207485,7.268472504033801,37.731562734354384
8.1,89.43410592331708,63.148094433373345,41.3862740770661,24.740597964230748,14.643308350947061,22.407367930637008,1.0001375537815767e-05,3.503626009072675e-06,146.76022075331116,7.3825357007853265,37.81486925586226
8.2,89.51547568762044,63.34299371391055,41.43897768289438,24.54983505659032,14.534121196072668,22.427543531274473,9.821210911629895e-06,3.442273818100829e-06,146.9684950721939,7.496704250275676,37.89624758969245
8.3,89.59468574615543,63.534129631124905,41.490638380730736,24.36359571886784,14.427142738074387,22.446682910648143,9.646709059796064e-06,3.382649888881279e-06,147.17129461338746,7.610972790763007,37.97575207169485
8.4,89.67180751872165,63.721597215185675,41.54128454398122,24.181740488492604,14.322309571360941,22.46481753490093,9.477636651094424e-06,3.324689095504372e-06,147.36878997085958,7.725336124650199,38.05343498445696
8.5,89.74690927618326,63.905488198029566,41.59094349728938,24.004135595101157,14.21956073514734,22.48197763781166,9.31377228085919e-06,3.2683293920770753e-06,147.56114472179496,7.839789212764413,38.129346645323395
8.6,89.82005639526099,64.08589132148882,41.639641604560026,23.83065249538298,14.118837519280044,22.498192319450695,9.154905615227109e-06,3.213511605355613e-06,147.74851600229547,7.9543271631799914,38.20353556057046
8.7,89.89131135324426,64.2628921515921,41.68740423688001,23.661167952749086,14.020083504194748,22.513489526858237,9.000836887537813e-06,3.160179315348566e-06,147.9310544115356,8.068945235164902,38.276048391332736
8.8,89.96073403479733,64.43657351472967,41.73425588984102,23.49556345058124,13.923244313040232,22.52789617957733,8.851376108881792e-06,3.1082786601404373e-06,148.10890473674002,8.183638824130348,38.34693015144049
8.9,90.02838180311205,64.60701548568302,41.780220191873624,23.333725099480993,13.828267576192227,22.541438188133295,8.706342579863792e-06,3.0577582178025774e-06,148.28220606928576,8.29840346049631,38.416224234442055
9.0,90.09430961946013,64.77429548099292,41.82531993755757,23.17554343777753,13.735102848718556,22.554140496081487,8.565564363877564e-06,3.0085688769658247e-06,148.45109205189573,8.413234805135026,38.483972478862505
9.1,90.1585702081336,64.93848845000234,41.86957714335224,23.02091313097647,13.64370148533276,22.566027143600678,8.428877723907207e-06,2.960663697800326e-06,148.615691250761,8.528128642331593,38.55021526731728
9.2,90.22121413200246,65.09966690171869,41.913013063777065,22.869732857641356,13.554016593337526,22.577121291476637,8.296126713946209e-06,2.913997810923186e-06,148.77612729699788,8.643080877292583,38.61499156364953
9.3,90.28228992065742,65.25790104168509,41.95564823306747,22.72190507965741,13.466002936938036,22.58744526974897,8.167162720896981e-06,2.8685283035275215e-06,148.93251917104047,8.758087530752835,38.678338988800114
9.4,90.34184416149503,65.41325884484097,41.99750249118575,22.57733588820858,13.379616872929065,22.59702061037795,8.041844046499764e-06,2.824214115075377e-06,149.08498139323396,8.8731447353438,38.74029387185098
9.5,90.39992160534996,65.56580616380013,42.03859501765461,22.435934815658953,13.294816272026772,22.60586808718828,7.920035534938306e-06,2.7810159439131926e-06,149.23362425656995,8.988248731113737,38.80089131250339
9.6,90.45656524417602,65.71560678915017,42.07894435364037,22.297614704303225,13.21156046377226,22.614007743812184,7.801608220694789e-06,2.7388961586710364e-06,149.37855398897509,9.103395862350245,38.860165224905415
9.7,90.5118164048346,65.86272254744652,42.11856843244614,22.16229153815071,13.129810165883448,22.621458929515693,7.686438981174342e-06,2.697818710590198e-06,149.51987296129425,9.218582573495194,38.91814839386213
9.8,90.56571480405091,66.00721332630697,42.15748459223933,22.02988435495647,13.049527448119141,22.628240317637328,7.574410259273697e-06,2.6577490634244048e-06,149.65767979637417,9.333805407295511,38.97487250328949
9.9,90.6182986993858,66.14913730441275,42.19570963756121,21.900314952409953,12.970675604948294,22.634369969602645,7.465409655345815e-06,2.6186540887276677e-06,149.79206973075682,9.449060996342137,39.030368238936916
10.0,90.6696048437606,66.28855077850379,42.23325980369878,21.77350800902161,12.893219211652212,22.639865307211647,7.359329824363251e-06,2.5805020408214893e-06,149.92313446732578,9.56434606790337,39.084665241809255
10.1,90.71966868346287,66.42550850330474,42.270150843952436,21.64939068690723,12.817123950182621,22.64474319992737,7.256068024477176e-06,2.5432624397363013e-06,150.05096266350407,9.679657431749359,39.137792249359926
10.2,90.76852429582212,66.56006349093411,42.306397986732904,21.52789278486149,12.742356679660872,22.64901992997681,7.15552605120661e-06,2.50690605542265e-06,150.17563974444445,9.794991986118239,39.18977703713004
10.3,90.81620452479287,66.69226722999919,42.34201599321462,21.408946470349765,12.66888531906599,22.652711251183792,7.05760989919374e-06,2.471404819805441e-06,150.29724823249524,9.910346709554153,39.24064651379711
10.4,90.86274101873512,66.8221697035911,42.37701916639182,21.292486217420464,12.596678821472201,22.655832402066864,6.962229588970041e-06,2.43673178205228e-06,150.41586782407157,10.02571865957831,39.290426741540045
10.5,90.90816426599405,66.94981940595268,42.41142135963524,21.17844874802918,12.525707149585177,22.658398118267687,6.8692989570780574e-06,2.4028610539728906e-06,150.5315754622585,10.141104971365309,39.33914295542289
10.6,90.95250371691544,67.07526354725249,42.44523602996926,21.066772788846322,12.4559411686778,22.66042268614455,6.7787353956552644e-06,2.3697677417669425e-06,150.6444456355159,10.256502850198006,39.38681965034432
10.7,90.99578770623665,67.19854783451997,42.47847618966228,20.957399250111227,12.387352728575792,22.661919902148508,6.690459809682964e-06,2.3374279347819513e-06,150.75455015924908,10.371909578276567,39.433480513292515
10.8,91.03804365449827,67.31971685544572,42.51115450206059,20.85027081227487,12.319914479043861,22.662903164905092,6.604396339997845e-06,2.305818634858343e-06,150.86195868250357,10.4873225008551,39.47914857421605
10.9,91.07929798588167,67.43881385421012,42.54328323147359,20.74533211237536,12.253599955395954,22.66338543279639,6.520472174298783e-06,2.274917701503055e-06,150.9667384604072,10.602739033490465,39.52384613521155
11.0,91.11957617592026,67.55588078853289,42.57487426032711,20.642529654387427,12.188383539793907,22.663379243461943,6.43861758115379e-06,2.2447038662002243e-06,151.06895446458648,10.718156659452303,39.567594801686006
11.1,91.15890288609276,67.67095858104793,42.605939152667176,20.541811534958015,12.12424033820043,22.662896775081617,6.358765543735098e-06,2.215156632319717e-06,151.16866971913512,10.833572920398037,39.61041558309711
11.2,91.19730190193383,67.78408694402792,42.63648911528612,20.44312758426251,12.061146245637953,22.661949814128466,6.2808517750794e-06,2.1862562798713263e-06,151.2659451288505,10.94898542200437,39.65232883878601
11.3,91.23479626665495,67.89530463483761,42.66653506183072,20.34642909244978,11.999077822998055,22.660549816664794,6.204814462497702e-06,2.1579837970342937e-06,151.36083981415408,11.064391824489299,39.69335437899681
11.4,91.27140819310483,68.00464922572611,42.69608756052899,20.25166900436141,11.938012386957052,22.658707863874003,6.130594305167841e-06,2.1303208903372253e-06,151.45341087353063,11.179789850285667,39.73351139034379
11.5,91.30715915516944,68.1121572701348,42.725156876672976,20.158801734019097,11.87792792679231,22.65643470351419,6.0581343213422665e-06,2.1032499328730097e-06,151.543713610798,11.29517727768637,39.77281850390239
11.6,91.34206994427493,68.21786439601387,42.75375299750302,20.067783052544222,11.818803054066072,22.653740774978107,5.9873797127730155e-06,2.0767539277431664e-06,151.63180167238843,11.410551937012706,39.811293836412624
11.7,91.37616070333934,68.32180535128602,42.78188564547195,19.978570023253102,11.760616973809404,22.650636223670155,5.9182777361982915e-06,2.0508164729607123e-06,151.71772712696006,11.525911708590023,39.84895501375213
11.8,91.40945087940835,68.42401386830475,42.80956424816373,19.891121107983473,11.703349534305064,22.6471308764621,5.850777740533612e-06,2.025421771922978e-06,151.80154033592652,11.641254527254349,39.885819129422764
11.9,91.44195929423216,68.52452279298699,42.836797971350585,19.805396023775163,11.646981162481667,22.64323427385003,5.784830981202016e-06,2.000554582596874e-06,151.88329012890506,11.756578377295993,39.92190279755503
12.0,91.4737041876312,68.62336415627134,42.863595738186476,19.7213556567959,11.591492825020069,22.63895568929077,5.720390527423269e-06,1.9762001923602944e-06,151.96302390904586,11.871881289430402,39.95722218484503
12.1,91.50470322206468,68.72056915928488,42.88996622764182,19.638962057725262,11.536866027075046,22.634304129928267,5.657411202628262e-06,1.9523444016012006e-06,152.04078765897427,11.987161341014783,39.991793011304786
12.2,91.53497350244292,68.81616819399638,42.915917881342196,19.558178404600085,11.483082795959055,22.629288344764472,5.595849508917657e-06,1.9289735029397876e-06,152.1166259864309,12.102416654939917,40.02563056348689
12.3,91.56453159528255,68.91019086354386,42.94145891023477,19.478968966700318,11.430125665286882,22.623916832597846,5.535663556379439e-06,1.9060742617618638e-06,152.19058216863306,12.217645398565903,40.05874970733189
12.4,91.59339356154165,69.0026660353015,42.966597309000676,19.40129903934861,11.377977645476413,22.618197856689783,5.476812976661354e-06,1.8836338923491256e-06,152.26269823204612,12.332845781396012,40.091164912404594
12.5,91.621574985784,69.09362188706329,42.99134086871825,19.325134886200853,11.326622197638057,22.612139457732983,5.419258846747299e-06,1.8616400368191589e-06,152.3330150229824,12.448016053074435,40.122890273338726
12.6,91.64909095353855,69.18308583506602,43.01569716125729,19.250443790304292,11.276043258030679,22.605749441860077,5.3629636771908564e-06,1.8400807616435794e-06,152.40157214562808,12.563154505791386,40.1539394892451
12.7,91.67595612423818,69.27108468302197,43.03967357635642,19.177193903771173,11.226225168706081,22.599035414955303,5.30789127908512e-06,1.8189445207923e-06,152.46840814546843,12.678259468367953,40.18432592118192
12.8,91.70218469178671,69.35764451301571,43.0632772970121,19.10535433363328,11.177152718193682,22.592004762645857,5.254006784249291e-06,1.7982201611494587e-06,152.533560404914,12.793329310149813,40.21406255804521
12.9,91.72779042081464,69.44279075181406,43.0865153166966,19.034895068249792,11.128811107782308,22.584664667019197,5.201276555034476e-06,1.7778968972477438e-06,152.5970652331846,12.908362438183847,40.243162044426406
13.0,91.75278669139622,69.52654825832603,43.10939446150201,18.96578688583549,11.081185909374678,22.577022127478152,5.1496681197650995e-06,1.7579642934354998e-06,152.65895797793848,13.023357293656309,40.27163671551177
13.1,91.77718648310012,69.60894127121684,43.13192137891544,18.898001390311247,11.034263082676631,22.569083952304798,5.099150125001881e-06,1.7384122501375032e-06,152.71927298175697,13.138312353634982,40.29949858259541
13.2,91.80100239515949,69.68999344078969,43.15410254661103,18.831510971036856,10.988028956919017,22.560856767739,5.049692316234601e-06,1.7192309984094218e-06,152.77804363138316,13.25322612962289,40.32675934811289
13.3,91.82424666614081,69.76972786081521,43.17594428118566,18.766288763496885,10.942470212877037,22.552347026891564,5.001265467902889e-06,1.70041108013879e-06,152.8353024057464,13.368097166090886,40.35343042047996
13.4,91.84693117571894,69.84816705895929,43.19745273696763,18.702308647350716,10.897573882465675,22.543561009999095,4.953841358694196e-06,1.6819433410942931e-06,152.8910808785148,13.482924040646527,40.37952291424107
13.5,91.8690674767612,69.92533305946147,43.218633922011605,18.639545180860992,10.853327318258398,22.53450483947914,4.907392713549487e-06,1.6638189144198065e-06,152.9454097980202,13.597705361346291,40.40504767540955
13.6,91.89066679794564,70.00124737704039,43.23949369763848,18.577973596950677,10.809718192044777,22.525184480679677,4.8618931612596165e-06,1.646029208418095e-06,152.99831909219716,13.712439766753334,40.43001528251657
13.7,91.91174004193127,70.07593100051817,43.26003777549185,18.51756980839093,10.76673449773682,22.51560574049883,4.817317229927654e-06,1.628565905099275e-06,153.0498378624319,13.827125926393704,40.454436044009235
13.8,91.93229778838707,70.14940438816936,43.28027171735191,18.458310402640013,10.724364549436281,22.505774268396824,4.773640311062283e-06,1.611420949949607e-06,153.0999943900181,13.94176254075348,40.47831999968428
13.9,91.95235037017392,70.22168763876383,43.30020097677493,18.40017248382051,10.682596906798585,22.49569559312353,4.730838555416833e-06,1.5945865226058066e-06,153.14881632835372,14.0563483342486,40.50167698317203
