observableId	simulationConditionId	measurement	time	noiseParameters	datasetId
rSTAT5A_rel	model1_data1	37.73568691171434	4.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	39.009025677160686	5.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	41.046217411914206	7.5	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	42.23306046861727	10.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	42.991144203507794	12.5	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	43.50055100489709	15.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	43.85152520717388	17.5	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	44.09441619616178	20.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	44.36646860704776	25.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	44.45354681380213	30.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	44.42040649860361	35.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	44.301989617793275	40.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	44.119099320522274	45.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	43.88516459053536	50.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	43.60949593765894	55.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	43.298989513490575	60.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	42.59428002559351	70.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	41.8054486732817	80.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	40.9603026582278	90.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	40.083550871235595	100.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	39.19779663630461	110.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	38.323458209228015	120.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	36.676957706418676	140.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	35.24688629408508	160.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	34.08179389665521	180.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	33.184158854212136	200.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	32.5263914352386	220.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	32.06686908136627	240.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
