observableId	simulationConditionId	measurement	time	noiseParameters	datasetId
pSTAT5A_rel	model1_data1	69.37311818096514	110.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	57.3793590333911	120.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	43.91659695507043	140.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	88.67326737966923	160.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	36.457628344039335	180.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	1.7505771905528	200.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	13.771872287951076	220.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5A_rel	model1_data1	26.480107320229784	240.0	sd_pSTAT5A_rel	model1_data1_pSTAT5A_rel
pSTAT5B_rel	model1_data1	-5.161816060306929	0.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	36.69256300781915	1.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	45.88799140916837	2.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	42.43213599134852	3.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	45.14073502762745	4.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	44.13027737079574	5.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	54.667155692608716	7.5	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	51.079983035002684	10.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	81.52656162999118	12.5	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	87.3645332129618	15.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	59.20067433208747	17.5	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	60.75994367387956	20.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	55.40686929616709	25.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	63.64713382541727	30.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	40.95394423714971	35.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	60.2907288668364	40.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	84.25691324477809	45.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	65.8673068346047	50.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	76.64903368409782	55.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	61.02423507495213	60.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	80.39801530055931	70.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	60.10261797019511	80.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	49.73156289183605	90.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	75.57237218800756	100.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	41.43760272874943	110.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	27.846850569609956	120.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	34.43950365100845	140.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	24.88978857757046	160.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	30.408452574605356	180.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	5.143955387656932	200.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	19.25088749067573	220.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
pSTAT5B_rel	model1_data1	16.896531803184203	240.0	sd_pSTAT5B_rel	model1_data1_pSTAT5B_rel
rSTAT5A_rel	model1_data1	16.02385834554292	0.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	30.542122283769046	1.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	26.857371770278384	2.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	54.480306164293765	3.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	32.18279686189556	4.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	35.43605136234133	5.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	32.64094995653428	7.5	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	39.50352574581898	10.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	42.944805477599466	12.5	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	49.555385697338515	15.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	39.03718810117749	17.5	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	42.629390763870504	20.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	33.19594201007034	25.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	37.928599433584324	30.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	66.15288282760328	35.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	52.51330065374816	40.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	37.956738876425185	45.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	33.3383635968672	50.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	35.91598674855956	55.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	43.1279339949286	60.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	42.868145606739816	70.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	35.935372915854686	80.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	30.814293347852214	90.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	51.30051959728423	100.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	42.75981726758748	110.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	35.36959062351276	120.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	34.9368091749328	140.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	31.070974905108265	160.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	10.927949948149415	180.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	34.09627549019084	200.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	24.084009102340424	220.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
rSTAT5A_rel	model1_data1	24.159635962438752	240.0	sd_rSTAT5A_rel	model1_data1_rSTAT5A_rel
